AAAS
SLC25A13
SLC25A15
SLC25A19
SLC25A20
SLC25A22
SLC25A24
SLC25A4
SLC29A3
SLC2A1
SLC2A10
SLC2A2
SLC30A9
SLC31A1
SLC32A1
SLC33A1
SLC35A1
SLC35A2
SLC35A3
SLC35B2
SLC35C1
SLC38A3
SLC39A14
SLC39A4
SLC39A8
SLC44A1
SLC46A1
SLC4A10
SLC4A4
SLC5A2
SLC5A5
SLC5A6
SLC6A1
SLC6A19
SLC6A3
SLC6A4
SLC6A8
SLC6A9
SLC7A7
SLC9A6
SLC9A7
SLC9A9
SLITRK2
SLK
SLX4
SMAD4
SMARCA1
SMARCA2
SMARCA4
SMARCA5
SMARCB1
SMARCC2
SMARCD1
SMARCD2
SMARCE1
SMC1A
SMC3
SMC5
SMCHD1
SMG6
SMG8
SMG9
SMOC1
SMPD1
SMPD4
SNAP25
SNAP29
SNAPC4
SNF8
SNIP1
SNRPA
SNRPB
SNRPN
SNX14
SNX27
SOBP
SOD1
SON
SOS1
SOS2
SOST
SOX10
SOX11
SOX3
SOX4
SOX5
SOX6
SOX8
SOX9
SP7
SP9
SPAST
SPATA5
SPATA5L1
SPECC1L
SPEG
SPEN
SPG11
SPG7
SPINK5
SPOP
SPR
SPRED1
SPRED2
SPRTN
SPTAN1
SPTBN1
SPTBN2
SPTBN4
SPTBN5
SPTLC1
SRCAP
SRD5A3
SREBF2
SRPK3
SRPX2
SRRM2
SRSF1
SSR4
ST3GAL3
ST3GAL5
ST7
STAC3
STAG1
STAG2
STAMBP
STAT5B
STIL
STK3
STRA6
STRADA
STT3A
STT3B
STX11
STX1A
STX1B
STXBP1
SUCLA2
SUCLG1
SUFU
SUMF1
SUOX
SUPT16H
SUZ12
SV2A
SYN1
SYNCRIP
SYNGAP1
SYNJ1
SYP
SYT1
SYT14
SZT2
TAB2
TACO1
TAF1
TAF13
TAF1C
TAF2
TAF4
TAF6
TAF8
TAOK1
TAOK2
TARS
TARS2
TASP1
TAT
TAZ
TBC1D20
TBC1D23
TBC1D24
TBC1D2B
TBC1D7
TBCD
TBCE
TBCK
TBL1XR1
TBR1
TCEAL1
TCF20
TCF4
TCF7L2
TCN2
TCP1
TCTN1
TCTN2
TCTN3
TDGF1
TDP2
TECPR2
TECR
TEFM
TELO2
TERT
TET3
TFAP2A
TFAP2B
TFE3
TFG
TG
TGFB1
TGFBR1
TGFBR2
TGIF1
TH
THAP1
THG1L
THOC2
THOC6
THRA
THRB
THUMPD1
TIAM1
TIMM50
TIMM8A
TINF2
TKT
TLK2
TM2D3
TMCO1
TMEM106B
TMEM147
TMEM163
TMEM165
TMEM216
TMEM222
TMEM231
TMEM237
TMEM5
TMEM67
TMEM70
TMLHE
TMTC3
TNIK
TNPO2
TNR
TNRC6B
TOE1
TOP2B
TP63
TP73
TPH2
TPK1
TPP1
TPP2
TPR
TRA2B
TRAF7
TRAIP
TRAK1
TRAPPC10
TRAPPC11
TRAPPC12
TRAPPC2L
TRAPPC4
TRAPPC6A
TRAPPC6B
TRAPPC9
TREM2
TRHR
TRIM32
TRIM37
TRIM8
TRIO
TRIP12
TRIP13
TRIT1
TRMT1
TRMT10A
TRNT1
TRPC5
TRPM3
TRPM7
TRRAP
TSC1
TSC2
TSEN15
TSEN2
TSEN34
TSEN54
TSFM
TSHB
TSHR
TSHZ3
TSPAN7
TTC19
TTC21B
TTC37
TTC5
TTC8
TTI1
TTI2
TTL
TTR
TUBA1A
TUBA8
TUBB
TUBB2A
TUBB2B
TUBB4A
TUBG1
TUBGCP2
TUBGCP4
TUBGCP6
TUFM
TUSC3
TWIST1
TXNL4A
U2AF2
UBA5
UBAP2L
UBE2A
UBE2U
UBE3A
UBE3B
UBE3C
UBE4A
UBR1
UBR4
UBR5
UBR7
UBTF
UCHL1
UFC1
UFM1
UFSP2
UGDH
UGGT1
UGP2
UMPS
UNC13D
UNC79
UNC80
UPB1
UPF1
UPF3B
UQCRB
UQCRC2
UQCRQ
UROC1
USP14
USP18
USP7
USP9X
VAMP1
VAMP2
VANGL1
VARS
VCP
VLDLR
VPS11
VPS13B
VPS33B
VPS37A
VPS41
VPS45
VPS4A
VPS53
VRK1
WAC
WARS
WARS2
WASF1
WBP4
WDFY3
WDPCP
WDR11
WDR13
WDR19
WDR26
WDR34
WDR37
WDR4
WDR44
WDR45
WDR47
WDR62
WDR73
WDR81
WDR83OS
WFS1
WIPI2
WNK3
WNT1
WNT5A
WRAP53
WSB2
WWOX
XPA
XPNPEP3
XRCC4
XYLT1
YAP1
YARS
YIF1B
YKT6
YWHAE
YWHAG
YWHAZ
YY1
ZBTB11
ZBTB16
ZBTB20
ZBTB47
ZBTB7A
ZC3H14
ZC4H2
ZCCHC12
ZDHHC15
ZDHHC16
ZDHHC9
ZEB2
ZFHX3
ZFHX4
ZFX
ZFYVE26
ZIC1
ZIC2
ZMIZ1
ZMYM2
ZMYM3
ZMYND11
ZMYND8
ZNF142
ZNF148
ZNF335
ZNF407
ZNF41
ZNF423
ZNF462
ZNF507
ZNF526
ZNF668
ZNF711
ZNF804A
ZNF81
ZNHIT3
ZNHIT6
ZRSR2
ZSCAN10
